Device UUID,Device IP,Current Device Location,Get Device Status,New Floor ID,Get Site Status,Unassign Status,Unassign Task ID,Assign Status,Assign Task ID,AP Position,AP Radios,AP Position Status,AP Update Status,AP Update Task ID,Device Name,New X,New Y
6c1314a4-6619-4b57-a23d-ede17f92596d,172.16.200.2,Global/RTP/TestBuilding1/Floor7,Success,,Success,,,,,"{'x': 1580.67, 'y': 521.27, 'z': 10.0}","[{'id': '9daf07c6-cc7a-4b1d-a6de-50abb4bc6208', 'bands': [2.4], 'channel': 6, 'txPower': 23, 'antenna': {'elevation': 0, 'name': 'Internal-3700-2.4GHz', 'azimuth': 0}}, {'id': '27c94696-8918-4866-a43b-937bda7a4de3', 'bands': [5.0], 'channel': 112, 'txPower': 17, 'antenna': {'elevation': 0, 'name': 'Internal-3700-5GHz', 'azimuth': 0}}]",Retrieved,Success,019b2e56-6ece-709c-ab2f-cc7c2b1bf240,APf80b.cbf4.66c0,1580.67,521.27
